句子索引,行号,原始文本
633,1322,"根
据初中二年学生的理解程度，教师可以如下的语言分析。"
634,1322,"教师可以指
出，这两小段仅仅 93 个字，却极精确、 鲜明而又朴实地表达了自然
景象的悲凉气氛，和 “我” 的悲凉心情。"
635,1322,"它出 12 个句子组成，句法
十分简洁，“呜呜地响” “时候既然是深冬” 等 4 个字到 7 个字的句子
占三分之二，最长的句子如 “远近横着几个萧索的荒村” 也只有 11
个字。"
636,1322,"但每一句都精确而又鲜明地表现了事物的具体特征和 “我” 的
心绪。"
637,1322,教师还可以分析在用词方面的某些特点。
638,1322,"可以指出，这里没有
一点夸张，却简赅、 精当而又意味深长地描写了景和情的特征。"
639,1322,"作者
用 “深冬” 表明时节，用 “阴晦” 揭示天气，用 “呜呜” 形容风声，
用 “苍黄” 表现天空，用 “萧索” 概括村庄的特征，用 “悲凉” 反
映心情，都只是用一个形容词，就特征鲜明地表达了深刻的思想和深
沉的情感。"
640,1322,"在动词的使用方面，这里用了 “冒了” “别了” “横着”
“禁不住” 等动词，既确切地表明了每种动态的特征，又鲜明地烘托
了 “我” 的情绪。"
641,1322,"“冒了” 严寒表明了迫使 “我” “不得已” 的情势，
“别了” 二十余年的故乡，表明了我对故乡的 “忆念” 和 “想望” 的
心情，“横着” 几个萧索的荒村，表明了村庄的 “死沉” 和 “缺乏生
气” “禁不住” 悲凉起来，说明了 “不可抑制的” “油然而生的” 情
绪。"
642,1322,"最后应该指出，所有这些形容词和动词，既是朴素如实的记录，
又是色彩鲜明的勾画，能够使读者一目了然。"
643,1345,"在结束阶段，时常检查和指导学生的笔记，也是培养学生语言的
一个重要内容。"
644,1345,"这时，学生在笔记中已记入了各种问题和结论，它是
学生书面语言发展的标志之一，应给予重视。"
645,1349,"四
在语言教学的全部过程中还有一点十分重要。"
646,1349,"这就是教师对语言
教学的认识和劳动，学生在语言学习上的思考和实践。"
647,1349,"关于对教师的
要求前边已经提到，这里只谈谈对学生的要求。"
648,1355,"在语言教学中，所以需要学生的思考和实践，是因为语言不是轻
易能够学好的，它既要思考又需要实践。"
649,1355,"毛主席告诉我们 “语言这东
西，不是随便可以学好的，非下苦功不可。”"
650,1355,"古今中外，没有一位语
言大师不在语言上贯注过自己的心血。"
651,1355,"他们的语言之所以精确、 鲜
明、 生动，固然首先是他们正确认识了客观事物的结果，也是和他们
在语言上的劳动分不开的。"
652,1355,"我们的中学语文课本中，毛主席和鲁迅的
文章占有相当的比重，为学生学习语言提供了范例。"
653,1355,"毛主席和鲁迅对
待语言的严肃认真态度，更为学生学习语言树立了最好的榜样。"
654,1355,"郭沫
若在 《文风问答》 里说 “毛主席的文章是经过千锤百炼的。”"
655,1355,"“毛主
席在思想上经过艰苦锻炼，在文字上也一定经过艰苦锻炼。”"
656,1355,"鲁迅告
诫别人说 “写完后至少看两遍，竭力将可有可无的字、 句、 段删去，
毫不可惜。”"
657,1355,鲁迅自己写文章，当然更是这样。
658,1355,"但是对于一般读者特
别是中学生来说，对作者在语言上所付出的劳动，往往是不了解的，
甚至只是懂了课文的大意，就以为什么都懂了，当然也就谈不到自己
要在语言学习上下什么苦功夫。"
659,1355,"所以教师就要引导学生认真思考和不
断练习，促使他们发挥语言学习的积极性，养成对语言的严肃认真态
度。"
660,1355,"无数实践证明，深思熟虑的阅读和粗心大意的阅读，其效果不大
相同。"
661,1355,"学生应该经过深思熟虑，能够正确地说明作者描写这个事物用
了什么样的词句，为什么要用这样的词句，有没有其他的词句可以代
替; 若是高年级的学生，还应该能够说明这样的词句和另一些词句在
思想上艺术上有什么区别，这样的词句表明了作者的什么观点和语言"
662,1376,风格等等。
663,1376,"如果学生能够上述问题以正确的说明，那就表明他们已经
理解了具体的语言现象。"
664,1380,"但是，如果只注意学生的理解和思考，而不重视学生的掌握和运
用，那就是没有把认识和实践结合起来。"
665,1380,"因此，就要求他们多想，勤
练。"
666,1380,"学生学习语言的效果表明，他们所能运用的语言远比他们所理解
的为少，这说明了理解和掌握之间的距离; 只有通过各种有效的并且
经常的练习，学生才可能把理解了的词句用来作为表达思想的工具。"
667,1385,这是一个发展过程，也是一个语言学习的过程。
668,1385,"我们目前已经注意了
语言的基本训练，这是好的开端，今后需要多样化和经常化; 练习的
多样性和连贯性是使语言训练获得成效的两个必要条件。"
669,1389,"学生的运用语言能力的训练，包括口头语言和书面语言两个方
面。"
670,1389,"对学生语言发展的这两个方面，应该提出共同性的要求，无论是
口头语言还是书面语言，都应确切、 充实、 清晰而又有条理。"
671,1389,"但是由
于面对的对象不同 (一是听者，一是读者) 和表达过程的不同 (一个
过程很短，一个却有反复推敲的余裕)。"
672,1389,"一般地说，书面语言更难掌
握，要求也应该更为严格。"
673,1389,"只有教师的要求严格，才会使学生体会到
了解语言不易，掌握语言更不易，从而自觉地加强练习。"
674,1389,"当然，对学
生的要求不能脱离实际，每个学生的语言修养都是在他原来的基础
上，在他个人的才能和劳动的基础上发展起来的，教师应根据每个学
生的语言特点，从实际出发。"
675,1400,(原载 《吉林师大学报》 1959 年第 4 期，有删节)
676,1401,"在中学语文教学领域内，叶圣陶同志和吕叔湘同志
近年来多次倡导开展教学试验。"
677,1401,"作为改革语文教学，提
高语文教学效率的起点，试验确乎异常重要。"
678,1401,"语文科有
待改进的问题很多，不单新的内容和方法需要试验，现
成的内容和方法也多半未经试验。"
679,1401,"语文教学必定有科学
的路可走，但它也许是一条，也许是几条。"
680,1401,"我们可以朝
各个有价值的方面探索，让试验的结果来证实哪一条或
哪几条路是最好的。"
681,1410,试验，是小规模的小范围内的实践。
682,1410,"试验的目的，
在于由点及面，由小到大地取得经验，指导一般。"
683,1410,"对于
当前的语文教学来说，试验的目的，在于观察某一种教
材或方法，在完成语文教学任务中起着怎样的作用。"
684,1410,"在
试验过程中，要着重观察的，就是实现目的的途径—
—
—语文教材或教
学方法。"
685,1410,"如果只能用这种教材或方法，而不能用其他教材或方法，或
者运用这种教材或方法比运用其他教材或方法好，试验就算取得了预
期的效果。"
686,1421,"目前，许多地区、 学校和教师对语文教学的试验十分热心，有些
早已开始，有些正在酝酿，可说已有了良好的开端。"
687,1421,"本文想就浅见所
得，对语文教学试验的内容、 要求和方法谈一些想法。"
688,1425,"一、 语文教学试验的内容
语文教学试验的内容，可以区分为两个方面，一为教材试验，一
为教学法试验。"
689,1425,"目前的教材是过渡性的，教学法需要改进的地方更
多，因此，进行这两个方面的试验，是当前和今后一个时期内的客观
需要。"
690,1431,教材试验的内容可以有种种，我们能够设想到的就有:
691,1432,"试
谈
语
文
教
学
的
试
验"
692,1444,1. 文学教材和语言教材分别编辑试验;
693,1445,2. 阅读教材和写作教材分别编辑试验;
694,1446,3. 阅读欣赏 (名家名篇) 教材和写作模仿教材分别编辑试验;
695,1447,4. 按内容组织单元教材和按体裁组织单元教材分别编辑试验;
696,1448,"5. 按作家组织单元教材和按时代或表达形式组织单元教材分别
试验;"
697,1451,6. 文言文教材集中编辑和现代文集中编辑的教材试验;
